epoch,delegator_id,drep_id,switched,delta_u,p_reconsider,p_switch_cond,p_overall
0,a398,d36,0,0.0,0.7099103930315946,0.0,0.0
0,a399,d87,0,0.0,0.8650751283998082,0.0,0.0
0,a400,d86,0,0.0,0.37150119481518007,0.0,0.0
0,a401,d29,0,0.0,0.5640522949144113,0.0,0.0
0,a402,d88,0,0.0,0.9593232791525463,0.0,0.0
0,a403,d10,0,0.0,0.9228154240854937,0.0,0.0
0,a404,d31,0,0.0,0.4358613988485963,0.0,0.0
0,a405,d61,0,0.0,0.6012254085234963,0.0,0.0
0,a406,d75,0,0.0,0.5231292485887149,0.0,0.0
0,a407,d36,0,0.0,0.12256987237520578,0.0,0.0
0,a408,d75,0,0.0,0.27618379152905914,0.0,0.0
0,a409,d35,0,0.0,0.8556736431356067,0.0,0.0
0,a410,d18,0,0.0,0.8091295751486696,0.0,0.0
0,a411,d66,0,0.0,0.9866326291236726,0.0,0.0
0,a412,d63,0,0.0,0.42261058617721947,0.0,0.0
0,a413,d9,0,0.0,0.1665043878794965,0.0,0.0
0,a414,d43,0,0.0,0.46591062837552266,0.0,0.0
0,a415,d51,0,0.0,0.808840281433537,0.0,0.0
0,a416,d55,0,0.0,0.623226868658203,0.0,0.0
0,a417,d94,0,0.0,0.36547192173953946,0.0,0.0
0,a418,d44,0,0.0,0.8219391817657116,0.0,0.0
0,a419,d6,0,0.0,0.3270103769353926,0.0,0.0
0,a420,d80,0,0.0,0.3154102912702581,0.0,0.0
0,a421,d46,0,0.0,0.6609679512226228,0.0,0.0
0,a422,d33,0,0.0,0.535295506035838,0.0,0.0
0,a423,d23,0,0.0,0.176179980988453,0.0,0.0
0,a424,d29,0,0.0,0.9165501418628477,0.0,0.0
0,a425,d89,0,0.0,0.1647482086077846,0.0,0.0
0,a426,d61,0,0.0,0.965036584457643,0.0,0.0
0,a427,d22,0,0.0,0.5667586543437272,0.0,0.0
0,a428,d19,0,0.0,0.47174178393846955,0.0,0.0
0,a429,d55,0,0.0,0.5452984523133487,0.0,0.0
0,a430,d40,0,0.0,0.5906570875259662,0.0,0.0
0,a431,d89,0,0.0,0.04197535735840685,0.0,0.0
0,a432,d18,0,0.0,0.13703152120793127,0.0,0.0
0,a433,d57,0,0.0,0.9713620892121835,0.0,0.0
0,a434,d75,0,0.0,0.3393323870082213,0.0,0.0
0,a435,d79,0,0.0,0.9876897182004593,0.0,0.0
0,a436,d53,0,0.0,0.8051880043506476,0.0,0.0
0,a437,d96,0,0.0,0.6228167762068947,0.0,0.0
0,a438,d84,0,0.0,0.13912281310242725,0.0,0.0
0,a439,d38,0,0.0,0.9736710462591238,0.0,0.0
0,a440,d24,0,0.0,0.6103467691262563,0.0,0.0
0,a441,d34,0,0.0,0.24302338441980498,0.0,0.0
0,a442,d58,0,0.0,0.715604894727801,0.0,0.0
0,a443,d61,0,0.0,0.9589056019289178,0.0,0.0
0,a444,d79,0,0.0,0.7234273106416991,0.0,0.0
